SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
PAST SALE,May-24-2024,Condo/Co-op,206 Palmetto Ave,Pacifica,CA,94044,930000,2,2.0,Pacifica,1281,129367,1985,,726,840,Sold,,,https://www.redfin.com/CA/Pacifica/206-Palmetto-Ave-94044/home/2007310,MLSListings,ML81962220,N,Y,37.656731,-122.492338
PAST SALE,October-31-2024,Single Family Residential,88 Westline Dr,Daly City,CA,94015,1775000,7,3.0,DALY CITY,2410,4320,1960,,737,,Sold,,,https://www.redfin.com/CA/Daly-City/88-Westline-Dr-94015/home/1860268,MLSListings,ML81980220,N,Y,37.6649013,-122.493092
PAST SALE,July-1-2024,Single Family Residential,296 Shoreview Ave,Pacifica,CA,94044,1100000,3,1.0,PACIFICA,1050,5900,1953,,1048,,Sold,,,https://www.redfin.com/CA/Pacifica/296-Shoreview-Ave-94044/home/1929823,MLSListings,ML81967902,N,Y,37.6373322,-122.492518
PAST SALE,February-9-2024,Condo/Co-op,202 Palmetto Ave #9,Pacifica,CA,94044,888000,1,2.0,PACIFICA,1176,,1985,,755,840,Sold,,,https://www.redfin.com/CA/Pacifica/202-Palmetto-Ave-94044/unit-9/home/1157963,MLSListings,ML81942121,N,Y,37.656438,-122.492683
PAST SALE,,Other,77 Clarendon Rd,Pacifica,CA,94044,1440000,,,,,4950,,,,,,,,https://www.redfin.com/CA/Pacifica/77-Clarendon-Rd-94044/home/622343,,,N,Y,37.6300302,-122.4932946
PAST SALE,April-10-2024,Mobile/Manufactured Home,424 4th Ave,Pacifica,CA,94044,89900,2,1.0,VIEWPOINT AT SEASIDE,560,,,,161,,Sold,,,https://www.redfin.com/CA/Pacifica/424-4th-Ave-94044/home/1009857,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41054662,N,Y,37.6403827,-122.4938149
PAST SALE,September-17-2024,Single Family Residential,155 Shell St,Pacifica,CA,94044,1315000,3,2.0,PACIFICA,1170,5000,1954,,1124,,Sold,,,https://www.redfin.com/CA/Pacifica/155-Shell-St-94044/home/1673537,MLSListings,ML81978455,N,Y,37.6390386,-122.4931949
PAST SALE,,Multi-Family (2-4 Unit),147 Hilton Way,Pacifica,CA,94044,770000,4,2.0,,2512,4511,1960,,307,,,,,https://www.redfin.com/CA/Pacifica/147-Hilton-Way-94044/home/620232,,,N,Y,37.6322214,-122.4910931
PAST SALE,January-26-2024,Single Family Residential,268 Fairway Dr,Pacifica,CA,94044,1320000,3,2.0,PACIFICA,1490,5478,1955,,886,,Sold,,,https://www.redfin.com/CA/Pacifica/268-Fairway-Dr-94044/home/629994,MLSListings,ML81950612,N,Y,37.6214565,-122.4907031
