SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
MLS Listing,,Condo/Co-op,5007 Palmetto Ave #37,Pacifica,CA,94044,745000,2,2.0,Fairmont,1200,,1973,13,621,905,Active,,,https://www.redfin.com/CA/Pacifica/5007-Palmetto-Ave-94044/unit-37/home/994949,San Francisco MLS,425086499,N,Y,37.6600056,-122.4910401
MLS Listing,,Condo/Co-op,5007 Palmetto Ave #42,Pacifica,CA,94044,828200,2,1.0,PACIFICA,1000,,1973,13,828,848,Active,November-22-2025 02:00 PM,November-22-2025 04:00 PM,https://www.redfin.com/CA/Pacifica/5007-Palmetto-Ave-94044/unit-42/home/1243509,MLSListings,ML82026977,N,Y,37.6600056,-122.4910401
MLS Listing,,Multi-Family (2-4 Unit),41 Carmel Ave,Pacifica,CA,94044,995000,2,2.0,PACIFICA,1564,3510,1959,16,636,,Active,,,https://www.redfin.com/CA/Pacifica/41-Carmel-Ave-94044/home/2050146,MLSListings,ML82026669,N,Y,37.63609,-122.4932101
MLS Listing,,Single Family Residential,2240 Francisco Blvd,Pacifica,CA,94044,1198000,2,2.0,PACIFICA,1126,4406,2015,21,1064,,Active,,,https://www.redfin.com/CA/Pacifica/2240-Francisco-Blvd-94044/home/620239,MLSListings,ML82025625,N,Y,37.6320284,-122.4901658
MLS Listing,,Multi-Family (5+ Unit),60 Paloma Ave,Pacifica,CA,94044,2400000,9,,Pacifica,4120,4500,1965,24,583,,Active,,,https://www.redfin.com/CA/Pacifica/60-Paloma-Ave-94044/home/2050147,San Francisco MLS,425084181,N,Y,37.6363306,-122.4932246
MLS Listing,,Multi-Family (5+ Unit),380 & 360 Esplanade Ave,Pacifica,CA,94044,28250000,,,PACIFICA,31327,45656,1965,30,902,,Active,,,https://www.redfin.com/CA/Pacifica/380-Esplanade-Ave-94044/home/581305,MLSListings,ML82025459,N,Y,37.651536,-122.493061
MLS Listing,,Other,4000 Palmetto Ave,Pacifica,CA,94044,3900000,,,PACIFICA,,335412,,48,,,Active,,,https://www.redfin.com/CA/Pacifica/4000-Palmetto-Ave-94044/home/101339073,MLSListings,ML82023845,N,Y,37.661686,-122.492814
MLS Listing,,Condo/Co-op,5015 Palmetto Ave #1,Pacifica,CA,94044,750000,2,2.0,Pacifica,1200,,1973,63,625,996,Active,,,https://www.redfin.com/CA/Pacifica/5015-Palmetto-Ave-94044/unit-1/home/994870,CRMLS,SN25219316,N,Y,37.6592838,-122.4899981
MLS Listing,,Single Family Residential,131 Carmel Ave,Pacifica,CA,94044,1000000,1,1.0,PACIFICA,914,2910,1939,72,1094,,Active,,,https://www.redfin.com/CA/Pacifica/131-Carmel-Ave-94044/home/619699,MLSListings,ML82007558,N,Y,37.6360591,-122.4915309
MLS Listing,,Mobile/Manufactured Home,125 1st Ave,Pacifica,CA,94044,35000,1,1.0,Viewpointe Seaside,585,305,2011,92,60,2982,Active,,,https://www.redfin.com/CA/Pacifica/125-1st-Ave-94044/home/51671539,San Francisco MLS,425067093,N,Y,37.6410699,-122.4928157
MLS Listing,,Condo/Co-op,208 Palmetto Ave,Pacifica,CA,94044,999000,2,2.0,Fairmont,1445,,1985,146,691,840,Active,November-23-2025 02:00 PM,November-23-2025 04:00 PM,https://www.redfin.com/CA/Pacifica/208-Palmetto-Ave-94044/home/1166078,San Francisco MLS,425038671,N,Y,37.6564052,-122.4923556
MLS Listing,,Multi-Family (5+ Unit),160 Clarendon Rd,Pacifica,CA,94044,2100000,6,5.0,PACIFICA,5137,5863,1955,159,409,,Active,,,https://www.redfin.com/CA/Pacifica/160-Clarendon-Rd-94044/home/1901049,MLSListings,ML82011074,N,Y,37.6296925,-122.4903469
MLS Listing,,Single Family Residential,77 Montecito Ave,Pacifica,CA,94044,1098000,2,1.5,PACIFICA,1270,2250,1989,161,865,,Active,,,https://www.redfin.com/CA/Pacifica/77-Montecito-Ave-94044/home/620136,MLSListings,ML82010813,N,Y,37.6329518,-122.4929562
MLS Listing,,Other,1715 Palmetto Ave,Pacifica,CA,94044,1098888,1,1.5,PACIFICA,1500,16092,1987,178,733,150,Active,,,https://www.redfin.com/CA/Pacifica/1715-Palmetto-Ave-94044/home/194453649,MLSListings,ML82008382,N,Y,37.6354545,-122.4917653
MLS Listing,,Vacant Land,0 Clarendon Rd,Pacifica,CA,94044,325000,,,Pacifica,,9000,,514,,,Active,,,https://www.redfin.com/CA/Pacifica/0-Clarendon-Rd-94044/home/183341785,MLSListings,ML81970874,N,Y,37.6299224,-122.4938326
MLS Listing,,Single Family Residential,100 Palmetto Ave,Pacifica,CA,94044,1550000,3,2.0,Pacifica,3000,190357,,542,517,,Active,,,https://www.redfin.com/CA/Pacifica/100-Palmetto-Ave-94044/home/1290732,MetroList,424011116,N,Y,37.6571457,-122.4928403
MLS Listing,,Vacant Land,0 Manor Dr,Pacifica,CA,94044,12500000,,,Pacifica,,2720322,,568,,,Active,,,https://www.redfin.com/CA/Pacifica/0-Manor-Dr-94044/home/185261000,MetroList,424028789,N,Y,37.6492322,-122.4929292
